Y0tc,Y1tc,Y2tc,Y0,Y1,Y2,Y0p,Y1p,Y2p,Y0i,Y1i,Y2i,Y0z,Y1z,Y2z,X0te,X1te,X2te,X0,X1,X2,RPS,household,village,age_0t1g2000,age_0t1b2000,age_1t5g2000,age_1t5b2000,age_5t9g2000,age_5t9b2000,age_9t14g2000,age_9t14b2000,age_14t18g2000,age_14t18b2000,age_18t30g2000,age_18t30b2000,age_30t60g2000,age_30t60b2000,age_60g2000,age_60b2000,age_0t1g2001,age_0t1b2001,age_1t5g2001,age_1t5b2001,age_5t9g2001,age_5t9b2001,age_9t14g2001,age_9t14b2001,age_14t18g2001,age_14t18b2001,age_18t30g2001,age_18t30b2001,age_30t60g2001,age_30t60b2001,age_60g2001,age_60b2001,age_0t1g2002,age_0t1b2002,age_1t5g2002,age_1t5b2002,age_5t9g2002,age_5t9b2002,age_9t14g2002,age_9t14b2002,age_14t18g2002,age_14t18b2002,age_18t30g2002,age_18t30b2002,age_30t60g2002,age_30t60b2002,age_60g2002,age_60b2002
9.579823,9.037857,9.441989,7.788063,7.246098,7.650229,3.944808,3.516502,3.851545,2.862518,2.305369,2.676202,2.133802,1.649007,2.028851,10.08492,9.714617,9.522197,8.293162,7.922857,7.730437,0,27,4,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0
8.868474,9.53056,8.574427,7.769862,8.144265,7.475814,4.0509,4.558683,3.91443,3.23113,3.372607,2.808216,1.70612,2.404959,2.078949,10.06418,9.972998,9.586767,8.96557,8.586703,8.488155,0,28,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
8.446027,8.540572,8.092748,6.836589,6.931134,6.48331,3.207353,3.220279,3.216622,2.042636,2.089571,2.11324,1.436929,1.431228,1.395346,8.803565,8.764789,8.775574,7.194127,7.155351,7.166135,0,29,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
9.273107,8.909809,9.132104,7.075882,6.712584,7.052662,3.257009,3.102801,3.44782,2.614858,1.997846,2.235714,.8253335,1.250575,1.555315,9.563884,9.669819,9.341456,7.366659,7.472594,7.262015,0,30,4,0,1,0,1,2,0,1,0,1,1,0,1,1,0,0,0,0,0,0,2,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0
8.971087,8.727742,8.878304,7.584792,7.341448,7.49201,3.984909,3.783604,3.68235,2.890489,2.626565,2.630443,2.017581,1.893718,1.95045,9.453529,9.333401,9.252576,8.067235,7.947106,7.866281,0,31,4,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
9.218594,9.106183,9.249711,7.426834,7.160273,7.303801,3.709558,3.440324,3.618379,2.956638,2.31649,2.412201,1.190655,1.619931,1.810923,9.734431,9.364005,9.217068,7.942672,7.418095,7.271158,0,32,4,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0
8.902472,9.752991,9.049392,7.516178,7.673549,6.96995,3.668819,3.916701,3.344673,2.591604,2.697392,2.172992,1.801078,2.069917,1.526119,9.37264,10.02741,8.858129,7.986345,7.94797,6.778687,0,33,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,1
8.770505,9.300262,8.925528,7.384211,7.913968,7.539233,3.232807,4.288828,3.885806,2.126346,3.081814,2.750946,1.559324,2.322872,2.008897,9.512136,9.4993,9.139277,8.125841,8.113006,7.752983,1,34,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
9.722329,9.863273,9.545545,7.419744,7.465377,7.242959,3.751227,3.815986,3.481478,2.53677,2.591808,2.328341,1.858908,1.870757,1.616474,9.60613,9.675668,9.514069,7.303545,7.277772,7.211484,1,35,1,0,0,0,1,0,2,2,0,1,0,0,2,1,1,0,0,0,1,0,0,0,2,1,1,2,0,0,2,1,1,0,0,0,0,0,1,0,2,1,1,2,0,0,1,1,1,0,0
9.118842,9.355612,8.325972,7.732547,7.969318,6.939677,4.021723,4.360957,3.336644,2.799091,3.137262,2.116182,2.167391,2.446308,1.420537,8.726179,8.894971,8.397219,7.339885,7.508676,7.010924,1,36,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9.444551,9.74196,8.570443,8.058257,8.643348,7.471831,4.558184,4.969297,3.899104,3.763655,3.748738,2.704172,2.326827,3.105324,1.982176,9.524643,9.356717,8.955592,8.138349,8.258105,7.85698,1,37,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
8.453775,9.611234,8.53621,6.662015,7.819474,6.744451,2.695419,4.205711,2.902858,2.270653,3.071978,1.643414,-.6769617,2.37373,.9757373,8.652646,9.48182,8.673604,6.860887,7.690061,6.881844,1,38,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
10.40905,10.77637,9.888669,7.230995,7.886003,7.691444,3.874289,4.338432,4.130102,2.719698,3.10609,2.721069,1.43396,2.391979,2.160807,11.11265,10.68451,9.944398,7.934592,7.794139,7.747173,1,39,1,1,1,1,1,2,1,2,1,2,1,3,4,1,2,1,0,0,0,0,1,3,0,1,2,2,0,2,3,1,2,1,0,0,0,0,0,2,0,1,1,0,0,3,0,0,1,1,0
8.745317,9.490025,9.476851,6.953557,7.544115,7.530941,3.251898,4.108316,3.857269,2.171585,3.053718,2.750615,1.351916,2.228776,2.074169,8.749834,9.630502,9.333107,6.958075,7.684591,7.387197,1,40,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0
9.248814,9.46895,9.723642,7.051589,7.166366,7.421058,2.951206,3.295883,3.856991,1.820562,2.027222,2.700084,1.295523,1.283387,2.062196,9.451787,9.566026,9.549911,7.254562,7.263441,7.247326,1,41,1,0,0,1,1,1,0,0,0,2,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,2,1,1,0,0
9.579855,9.507843,9.259734,7.633945,7.716083,7.650296,4.096401,4.100995,3.802376,3.382123,2.952369,3.308904,1.513003,2.286399,.246105,9.757725,9.518849,9.451122,7.811815,7.72709,7.841685,0,42,3,0,0,0,0,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
8.835214,9.255726,9.162526,7.225775,7.646288,7.370766,3.434832,4.038672,3.583469,2.346684,2.914201,2.376937,1.566608,2.24198,1.807231,8.870869,8.924716,8.980976,7.26143,7.315278,7.189217,0,43,3,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0
9.321668,9.320881,9.933243,7.019083,6.922986,7.535347,3.565191,3.483037,3.829456,2.288888,2.232442,2.589544,1.634513,1.608944,1.910596,9.830113,9.487072,9.894716,7.527528,7.089177,7.496821,1,44,1,0,0,0,1,1,1,2,1,2,0,0,0,1,1,0,0,0,1,0,1,1,0,2,1,1,1,1,0,1,1,0,0,0,0,0,2,1,0,2,1,1,1,1,0,1,1,0,0
10.14943,10.88656,9.752469,7.584477,8.113975,7.449884,3.918461,4.660355,3.964597,3.179321,3.209002,2.819476,1.541686,2.557759,2.166851,10.47431,11.07813,9.987596,7.909362,8.305537,7.68501,1,45,1,0,0,1,1,1,2,3,0,1,1,0,1,1,1,0,0,0,0,1,1,3,1,2,0,3,0,1,2,1,1,0,0,0,0,0,1,2,1,1,1,2,0,0,0,1,1,0,0
9.205109,9.799671,9.532453,7.259199,7.853761,7.335228,3.864716,4.344032,3.808061,2.733297,3.193182,3.037465,1.136025,2.395541,1.134859,9.75613,9.929836,9.778576,7.81022,7.983926,7.581351,1,46,1,0,0,2,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0
8.373532,9.534194,8.440666,6.987237,8.1479,6.831229,3.423375,4.518257,3.634176,2.266965,3.269469,2.337421,1.644803,2.575552,1.376064,8.950202,9.82704,9.424451,7.563908,8.440745,7.815013,1,47,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
8.579336,9.084913,9.313787,7.193042,7.475476,7.70435,3.66589,4.045744,4.112949,2.427096,2.740799,2.97413,1.680189,2.064117,2.292388,8.769769,9.322798,9.154497,7.383475,7.71336,7.545059,1,48,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1
9.476696,8.968537,9.235492,7.174111,6.665952,6.932907,3.363598,3.0289,3.565479,2.871133,1.858083,2.284234,-.0134359,1.126366,1.611158,9.122989,9.27291,9.205529,6.820404,6.970325,6.902945,1,49,1,0,0,0,1,0,1,2,0,0,1,3,0,1,1,0,0,0,0,0,1,0,1,2,0,0,1,3,0,1,1,0,0,0,0,0,1,0,0,2,1,0,1,3,0,1,1,0,0
9.100073,9.034068,9.30329,7.713778,7.647774,7.916996,4.249812,4.039757,4.276809,3.413295,2.761256,3.068122,1.95465,2.14928,2.263559,9.215423,9.248214,9.371366,7.829128,7.861919,7.985071,1,50,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
9.653089,9.368219,9.445676,7.455864,7.758781,7.248452,3.696794,4.2416,3.976122,2.412343,2.92928,2.867722,1.777915,2.38897,2.060187,9.250465,9.279238,9.556403,7.053241,7.6698,7.359179,1,51,1,0,1,0,2,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,1,0,0,1,0,2,0,0,1,1,1
9.004237,9.257577,9.160507,8.31109,8.56443,8.46736,4.619644,4.976315,4.848083,3.362924,3.810602,3.603425,2.536129,3.103821,2.975101,8.941881,9.341049,9.267586,8.248734,8.647902,8.574439,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.04963,10.63904,10.35834,7.341576,7.930991,7.650292,3.591163,4.356869,3.89185,2.387078,3.109824,2.745763,1.706876,2.458406,2.10228,10.201,10.06611,10.07104,7.492949,7.358063,7.362989,1,53,1,1,0,0,1,2,1,0,1,2,0,1,4,1,1,0,0,0,0,1,0,0,2,2,0,1,1,2,3,1,2,0,0,0,0,1,0,0,2,2,0,1,1,2,3,1,2,0,0
9.925572,9.629217,9.45267,7.622988,7.231322,6.967763,3.78953,3.969869,3.106619,2.639018,2.860931,1.891482,2.009531,2.087524,1.29335,10.21796,9.933486,9.526135,7.915371,7.535591,7.041229,1,54,1,0,0,1,1,1,0,1,0,0,0,2,1,1,2,0,0,0,0,1,2,0,0,2,0,0,0,2,1,1,1,0,1,0,1,0,2,1,0,2,0,0,0,2,1,1,1,0,1
9.071022,9.699766,9.572543,7.461584,8.090328,7.963106,3.796102,4.452506,4.291412,3.034871,3.301519,3.116575,1.351439,2.481172,2.470778,10.33952,9.605397,9.62622,8.730085,7.995959,8.016782,1,55,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
9.268941,10.07788,9.768545,6.966356,8.131969,7.822635,3.141503,4.468068,4.186877,2.597384,3.213171,2.968096,-.1500067,2.587964,2.354737,9.577261,9.631696,9.496069,7.274676,7.685785,7.550159,1,56,1,0,0,0,1,0,1,1,3,0,0,2,0,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,0
9.749845,9.316211,9.533018,7.958085,7.524451,7.453577,4.217185,3.955852,3.72122,3.44624,2.822212,2.522931,1.958761,2.076782,1.862581,10.44861,9.617771,10.23088,8.656847,7.826012,8.151439,1,57,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1
9.64993,9.418456,9.553153,7.452705,7.626697,7.761394,3.610153,3.831867,3.671442,2.404991,2.711807,2.441545,1.866017,1.990383,1.845372,9.455524,9.29073,9.491537,7.2583,7.498971,7.699777,1,58,1,0,0,2,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
9.602388,9.613878,9.7248,7.99295,8.00444,8.115362,4.307249,4.487949,4.656508,3.174397,3.33541,3.496763,2.418368,2.523286,2.74527,10.28339,9.787115,10.1138,8.673947,8.177677,8.504363,1,59,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0
10.19356,10.19362,9.299073,7.708654,8.114177,7.353163,4.129364,4.484984,3.617339,3.127645,3.29804,2.433647,1.586557,2.471574,1.790074,10.87612,10.40899,9.222778,8.391211,8.329547,7.276868,1,60,1,0,0,1,0,1,1,1,0,2,0,2,1,2,1,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0
8.056031,9.064848,8.826602,6.957419,7.966236,7.727989,3.414027,4.3962,4.401848,2.228125,3.208926,3.18473,1.459137,2.333445,2.468953,8.547537,9.199883,9.756884,7.448925,8.101271,8.658271,1,61,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
10.1771,9.550206,9.406103,7.97988,7.604296,7.326661,4.487214,4.011517,3.782084,3.360005,2.86731,2.64545,2.622187,2.012722,1.853121,10.83787,9.858542,9.49184,8.64065,7.912632,7.412399,1,62,1,0,0,1,1,0,1,2,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1,0,0
